date,issue_hour,strategy,changed_plan_kwh,expected_future_cost_yuan,cvar_future_cost_yuan,objective,soc_at_issue_kwh,terminal_target_kwh,clipped_load_scenario_cells,clipped_pv_scenario_cells
2025-02-01,0,S0,0.0,26972.40246031808,67343.50640724186,35050.59852890416,6000.0,6000.0,6,32
2025-02-02,0,S0,0.0,81232.13606510131,180523.95491349144,101094.84383477923,6000.000000000002,6000.000000000002,0,0
2025-02-03,0,S0,0.0,85308.93619751961,183813.7148121053,105014.36575562124,6000.000000000002,6000.000000000002,0,12
2025-02-04,0,S0,0.0,78524.3176716268,134017.99795916677,89627.70964247124,6000.000000000003,6000.000000000003,0,46
2025-02-05,0,S0,0.0,65790.786006674,69169.80220039954,66471.2051208547,6000.000000000003,6000.000000000003,0,8
2025-02-06,0,S0,0.0,71155.20703912093,74534.81686749827,71835.59367146317,6000.000000000004,6000.000000000004,0,33
2025-02-07,0,S0,0.0,21545.54771987587,22165.224179576013,21673.759510452564,6000.000000000004,6000.000000000004,18,6
2025-02-08,0,S0,0.0,16228.507923990363,17077.557060473366,16402.17908462032,6000.000000000007,6000.000000000007,23,0
2025-02-09,0,S0,0.0,65926.53505666585,69218.8357861321,66589.27886922548,6000.000000000007,6000.000000000007,0,0
2025-02-10,0,S0,0.0,61690.14785731063,65628.72985791253,62482.16735071096,6000.000000000008,6000.000000000008,0,0
2025-02-11,0,S0,0.0,62972.63348981623,66447.29972456569,63672.077431141886,6000.000000000009,6000.000000000009,0,53
2025-02-12,0,S0,0.0,61624.99690014191,64885.21593694192,62281.53554083516,6000.000000000011,6000.000000000011,0,6
2025-02-13,0,S0,0.0,57689.837087550244,60702.662372095474,58296.72032940997,6000.000000000013,6000.000000000013,0,0
2025-02-14,0,S0,0.0,17523.891422317003,19168.866688124013,17856.557046761733,6000.0000000000155,6000.0000000000155,12,6
2025-02-15,0,S0,0.0,18074.638384615962,18826.218392365703,18228.656838330513,6000.0000000000155,6000.0000000000155,16,6
