tag,pv_source,price_mode,select_rule,import_cap_kw,selected,kappa2_base,selected_M,selected_beta,selected_kappa_mult,report_days,report_total_cost,report_plan_cost,report_emergency_cost,report_emergency_kwh,report_load_kwh,report_plan_kwh,report_unextracted_kwh,report_curtail_kwh,report_pv_kwh,cvar90_daily,max_daily,emergency_rate_pct,final_soc,elapsed_sec,selection_period,state_origin
V_q2_unknown_risk,q2,unknown,risk_aware,,"{'M': 20, 'beta': 0.0, 'kappa_mult': 0.25}",0.5316666666666666,20,0.0,0.25,334,15444173.436290942,14345859.008127494,1098314.4281634449,267394.64104747644,37008079.489250004,22338306.118288722,1368484.3877901523,1836214.7352576568,19068889.994283322,76786.4115313369,86926.53809445711,0.7225304439943944,6000.000000000002,413.7271068096161,2025-01-15..2025-01-31,2025-01-01 00:00 SOC=6000 kWh
