tag,pv_source,price_mode,select_rule,import_cap_kw,selected,kappa2_base,selected_M,selected_beta,selected_kappa_mult,report_days,report_total_cost,report_plan_cost,report_emergency_cost,report_emergency_kwh,report_load_kwh,report_plan_kwh,report_unextracted_kwh,report_curtail_kwh,report_pv_kwh,cvar90_daily,max_daily,emergency_rate_pct,final_soc,elapsed_sec,selection_period,state_origin
V_q2_known_q2params,q2,known,legacy,,"{'M': 30, 'beta': 0.2, 'kappa_mult': 1.0}",0.5316666666666666,30,0.2,1.0,334,15345273.07623002,14471228.760930158,874044.3152998557,215104.25701934274,37008079.489250004,22740669.609843355,1583578.518109956,1924116.724483896,19068889.994283322,76823.91816111968,84716.72700816032,0.5812359354714031,6000.000000000002,133.3298532962799,2025-01-15..2025-01-31,2025-01-01 00:00 SOC=6000 kWh
