tag,pv_source,price_mode,select_rule,import_cap_kw,selected,kappa2_base,selected_M,selected_beta,selected_kappa_mult,report_days,report_total_cost,report_plan_cost,report_emergency_cost,report_emergency_kwh,report_load_kwh,report_plan_kwh,report_unextracted_kwh,report_curtail_kwh,report_pv_kwh,cvar90_daily,max_daily,emergency_rate_pct,final_soc,elapsed_sec,selection_period,state_origin
V_official_known_q2params,official,known,legacy,,"{'M': 30, 'beta': 0.2, 'kappa_mult': 1.0}",0.5316666666666666,30,0.2,1.0,334,15504400.919479078,14615082.614993861,889318.3044851976,224201.37666721793,37008079.489250004,22918750.74659443,1738842.0838685243,1949146.305815257,19068889.994283322,77341.05773170355,97072.3780824233,0.6058173776143755,6000.0,134.412526845932,2025-01-15..2025-01-31,2025-01-01 00:00 SOC=6000 kWh
