date,scenario,interval,L_scen_kwh,G_scen_kwh
2025-07-15,1,104,1221.897739190958,364.9677010296818
2025-07-15,1,105,1197.6400467769927,300.935617100307
2025-07-15,1,106,1202.730175149191,260.5558801075151
2025-07-15,1,107,1147.3224918490869,228.61303814671646
2025-07-15,1,108,856.1621769730949,191.7825120757164
2025-07-15,1,109,879.5645726471457,153.05169519989653
2025-07-15,1,110,975.8751960567106,118.16956764114347
2025-07-15,1,111,967.4417355187963,84.43324841979059
2025-07-15,1,112,966.517467353149,45.522998101150066
2025-07-15,1,113,989.8086664166281,15.074846311387663
2025-07-15,1,114,1009.2565179055795,0.0
2025-07-15,1,115,965.1188548728688,0.0
2025-07-15,1,116,960.8779267819698,0.0
2025-07-15,1,117,1014.3022886742576,0.0
2025-07-15,1,118,933.6446456814417,0.0
2025-07-15,1,119,940.4416937828782,0.0
2025-07-15,1,120,1032.570620853221,0.0
2025-07-15,1,121,1021.491826026066,0.0
2025-07-15,1,122,993.838149404713,0.0
2025-07-15,1,123,1009.5414506732602,0.0
2025-07-15,1,124,1035.744741865774,0.0
2025-07-15,1,125,994.6561254037433,0.0
2025-07-15,1,126,895.3188404657823,0.0
2025-07-15,1,127,959.359125386982,0.0
2025-07-15,1,128,1030.5969333547312,0.0
2025-07-15,1,129,1061.0005958830993,0.0
2025-07-15,1,130,1018.3207323708,0.0
2025-07-15,1,131,905.7155295478608,0.0
2025-07-15,1,132,771.2317965565095,0.0
2025-07-15,1,133,724.120056027321,0.0
2025-07-15,1,134,715.2834310203879,0.0
2025-07-15,1,135,709.3484437342221,0.0
2025-07-15,1,136,739.8646764363677,0.0
2025-07-15,1,137,758.016354747394,0.0
2025-07-15,1,138,749.0894891658543,0.0
2025-07-15,1,139,766.487414228927,0.0
2025-07-15,1,140,771.2844969196229,0.0
2025-07-15,1,141,716.8962001537636,0.0
2025-07-15,1,142,648.0119370081885,0.0
2025-07-15,1,143,674.6752761376118,0.0
2025-07-15,1,144,715.1844979372748,0.0
2025-07-15,2,1,701.9316935163356,0.0
2025-07-15,2,2,756.7202199107096,0.0
2025-07-15,2,3,803.2227038018548,0.0
2025-07-15,2,4,771.932142202118,0.0
2025-07-15,2,5,727.6910135793437,0.0
2025-07-15,2,6,718.5496112215096,0.0
2025-07-15,2,7,793.1375444462878,0.0
