date,scenario,interval,L_scen_kwh,G_scen_kwh
2025-07-15,4,94,1206.1340356486423,784.3154842016316
2025-07-15,4,95,1233.810731314079,776.6403652947007
2025-07-15,4,96,1233.0875859079335,738.7314839137165
2025-07-15,4,97,1211.363911432847,694.7724339698906
2025-07-15,4,98,1199.0843114328472,640.7862247094308
2025-07-15,4,99,1198.399192129837,591.1196121071293
2025-07-15,4,100,1195.6506779622557,515.9076379402153
2025-07-15,4,101,1230.8235877943214,474.141786761182
2025-07-15,4,102,1256.9771638077186,428.53386687808995
2025-07-15,4,103,1261.462257621583,385.776051703648
2025-07-15,4,104,1245.6205164480612,358.37503374198315
2025-07-15,4,105,1240.4693116407875,305.23743613038465
2025-07-15,4,106,1244.567205672864,267.0641401777583
2025-07-15,4,107,1203.3221401698984,226.83755953137745
2025-07-15,4,108,951.4254592016065,183.18712276079663
2025-07-15,4,109,916.9822537072785,142.87830398729926
2025-07-15,4,110,978.1328476671757,106.20091600491233
2025-07-15,4,111,1016.7096162755039,72.75505763145122
2025-07-15,4,112,986.7298763174962,40.128347860288265
2025-07-15,4,113,983.8366031495586,12.530465075618235
2025-07-15,4,114,1031.4304158223808,0.0
2025-07-15,4,115,999.7548855239324,0.0
2025-07-15,4,116,955.5175260619257,0.0
2025-07-15,4,117,1011.9923770741609,0.0
2025-07-15,4,118,1032.6442924471394,0.0
2025-07-15,4,119,1048.7026703323395,0.0
2025-07-15,4,120,1058.7178962528096,0.0
2025-07-15,4,121,996.0256290005726,0.0
2025-07-15,4,122,962.9023993756764,0.0
2025-07-15,4,123,973.7610328844681,0.0
2025-07-15,4,124,1028.3821310198566,0.0
2025-07-15,4,125,996.7096517779438,0.0
2025-07-15,4,126,898.0873231773749,0.0
2025-07-15,4,127,989.7378414122867,0.0
2025-07-15,4,128,1037.6524480369612,0.0
2025-07-15,4,129,1023.9928020111047,0.0
2025-07-15,4,130,999.6055017632123,0.0
2025-07-15,4,131,927.038459476077,0.0
2025-07-15,4,132,810.6548907239634,0.0
2025-07-15,4,133,736.2663255208553,0.0
2025-07-15,4,134,757.1285415921308,0.0
2025-07-15,4,135,811.5075672317269,0.0
2025-07-15,4,136,809.718656563592,0.0
2025-07-15,4,137,795.3378132376887,0.0
2025-07-15,4,138,789.0134671116866,0.0
2025-07-15,4,139,812.8800076635694,0.0
2025-07-15,4,140,814.62175044502,0.0
2025-07-15,4,141,760.2209974871719,0.0
2025-07-15,4,142,706.5415047462898,0.0
2025-07-15,4,143,742.2191899697544,0.0
2025-07-15,4,144,787.5727065219241,0.0
2025-07-15,5,1,754.820078931393,0.0
2025-07-15,5,2,767.0822805922253,0.0
2025-07-15,5,3,773.2881811500372,0.0
2025-07-15,5,4,771.9882311500372,0.0
2025-07-15,5,5,756.2854834983737,0.0
2025-07-15,5,6,716.141728931393,0.0
2025-07-15,5,7,752.5221260452133,0.0
2025-07-15,5,8,750.5631851440754,0.0
2025-07-15,5,9,764.5905356073405,0.0
2025-07-15,5,10,771.6490184774087,0.0
2025-07-15,5,11,755.5283684774088,0.0
2025-07-15,5,12,718.8134389924968,0.0
2025-07-15,5,13,743.1213553437652,0.0
2025-07-15,5,14,736.1143292727525,0.0
2025-07-15,5,15,641.8038540843784,0.0
2025-07-15,5,16,713.1863611766175,0.0
2025-07-15,5,17,767.7745501650403,0.0
2025-07-15,5,18,785.36271253235,0.0
2025-07-15,5,19,733.6186314947373,0.0
2025-07-15,5,20,709.2676747377847,0.0
2025-07-15,5,21,698.8736631666038,0.0
2025-07-15,5,22,682.4389747377845,0.0
2025-07-15,5,23,693.3830803789253,0.0
2025-07-15,5,24,712.9369964999372,0.0
2025-07-15,5,25,662.1674450011967,0.0
2025-07-15,5,26,669.3313485930308,0.0
2025-07-15,5,27,722.0278611766176,0.0
2025-07-15,5,28,699.4544414044514,0.0
2025-07-15,5,29,731.4796626060858,0.0
2025-07-15,5,30,756.6333168317069,0.0
2025-07-15,5,31,729.1058943668435,14.321889342379581
2025-07-15,5,32,693.902870751045,43.50094022219627
2025-07-15,5,33,729.7478611766177,77.48027615466411
2025-07-15,5,34,706.9120881518485,112.98389398393242
2025-07-15,5,35,736.9046346310872,148.11892766077872
2025-07-15,5,36,851.8323682659787,191.6465123463501
2025-07-15,5,37,873.4030550205775,233.315318237084
2025-07-15,5,38,852.1063444818279,272.6264724610581
2025-07-15,5,39,836.6975825915409,319.12762867743
2025-07-15,5,40,851.4859389667768,350.6483748414199
2025-07-15,5,41,844.6270368861406,403.9823204628542
2025-07-15,5,42,809.867758329187,435.6824093280297
2025-07-15,5,43,804.0987416625205,465.358354790909
2025-07-15,5,44,840.3041035528072,494.3891065995429
2025-07-15,5,45,853.115935524069,556.3250900560718
2025-07-15,5,46,850.6314749958538,562.873430421567
2025-07-15,5,47,894.7559052751755,566.5721396381819
2025-07-15,5,48,1090.9440664528677,600.0606044840276
2025-07-15,5,49,1130.6292816551368,620.1962431622283
2025-07-15,5,50,1123.7770589956324,667.4263247217816
2025-07-15,5,51,1126.736738437728,708.9681969625915
2025-07-15,5,52,1090.5045331770887,762.732762873866
2025-07-15,5,53,1110.589951777259,811.150070938975
2025-07-15,5,54,1131.1112489239945,837.9102283171272
2025-07-15,5,55,1134.277985883778,876.608430901502
2025-07-15,5,56,1124.8717058786456,884.8905513155095
2025-07-15,5,57,1131.8806556128927,907.3861766598983
2025-07-15,5,58,1159.6160812810588,948.1697107015293
2025-07-15,5,59,1184.337610111663,936.242640125237
2025-07-15,5,60,1166.6271278132929,942.7143550868636
2025-07-15,5,61,1154.1445926245085,973.5818112505001
2025-07-15,5,62,1133.059299522112,1068.184026611866
2025-07-15,5,63,1116.3124269866726,1111.5372262870012
2025-07-15,5,64,1131.271059137504,1074.3088603934286
2025-07-15,5,65,1145.5065251209928,1117.272349684364
2025-07-15,5,66,1143.6323222795595,1193.6398896152618
2025-07-15,5,67,1151.9421595597246,1209.2541519671558
2025-07-15,5,68,1150.2800968878744,1244.7238880464236
2025-07-15,5,69,1148.101431699843,1307.2958794750366
2025-07-15,5,70,1120.3421843215538,1307.3367714849642
2025-07-15,5,71,1093.480525599091,1306.177838640558
2025-07-15,5,72,1099.5987532272302,1339.1555642716676
2025-07-15,5,73,1124.705479683478,1384.479127315848
2025-07-15,5,74,1120.076624976365,1407.5108744427152
2025-07-15,5,75,1077.7310601790346,1385.960626289461
2025-07-15,5,76,1087.7441607286082,1276.5762976818455
2025-07-15,5,77,1100.9721668203356,1220.0376584123374
2025-07-15,5,78,1130.6795579138445,1267.0454216125472
2025-07-15,5,79,1164.8202412471778,1334.0304651796525
2025-07-15,5,80,1166.2085994076613,1371.156996935954
2025-07-15,5,81,1172.2315303060245,1339.541638547285
2025-07-15,5,82,1203.1471853627036,1390.8474915560018
2025-07-15,5,83,1224.1273773523565,1369.4173881374923
2025-07-15,5,84,1199.6798301136316,1274.384114085404
2025-07-15,5,85,1168.3429302102215,1219.5426088040267
2025-07-15,5,86,1204.0151126626438,1209.9301452991378
2025-07-15,5,87,1251.6035214911788,1167.3879122723465
2025-07-15,5,88,1228.3596548245123,1168.4699860270662
2025-07-15,5,89,1200.9941573371746,1134.705800363592
2025-07-15,5,90,1199.2447640227522,1038.056098653411
2025-07-15,5,91,1198.8384640227523,1050.2611234328356
2025-07-15,5,92,1218.9253306894188,1049.703115952597
2025-07-15,5,93,1241.8155357967191,1003.8459338062995
2025-07-15,5,94,1219.5896056849176,922.1627660125383
2025-07-15,5,95,1229.1901680170208,853.589176348565
2025-07-15,5,96,1259.2188413474564,809.603387099139
2025-07-15,5,97,1251.963301005324,760.4268308160493
2025-07-15,5,98,1237.786751005324,701.0972541038192
2025-07-15,5,99,1237.8551343386575,663.3067850231054
2025-07-15,5,100,1241.8413676719908,586.9732240108642
2025-07-15,5,101,1243.0018060299478,521.7123999385112
2025-07-15,5,102,1207.3504153766785,483.62084437106813
2025-07-15,5,103,1212.3822632097472,425.25052248528766
2025-07-15,5,104,1227.4797846836877,385.63621075682573
2025-07-15,5,105,1234.9458965430806,332.1640169428572
2025-07-15,5,106,1248.1480119120076,282.08361612301155
2025-07-15,5,107,1221.840930107312,236.42151492845454
2025-07-15,5,108,948.8132532968028,199.09220059225748
2025-07-15,5,109,917.9732329839596,147.09019144182324
2025-07-15,5,110,997.6842444643895,109.88953384645033
2025-07-15,5,111,1015.2298849594204,76.44367547298923
2025-07-15,5,112,996.9004116680793,44.22495664288681
2025-07-15,5,113,990.1301611310561,16.219082917156232
2025-07-15,5,114,1001.0415571372115,0.09175416122270924
2025-07-15,5,115,961.216011131056,0.1262637937149953
2025-07-15,5,116,942.8016173767563,0.6351244050360507
2025-07-15,5,117,1007.5052277977227,0.09303305869956752
2025-07-15,5,118,1022.307161131056,0.0959093578585185
2025-07-15,5,119,1022.975900855903,0.1328370889618013
2025-07-15,5,120,1012.656253684791,0.09431195617642402
2025-07-15,5,121,1000.8589777977228,0.09492158866871009
2025-07-15,5,122,1033.3707347262596,0.09795823814701204
2025-07-15,5,123,1078.7188408659656,0.09559085365328052
2025-07-15,5,124,1056.5180436816604,0.09601715281223328
2025-07-15,5,125,994.6752675225695,0.0966438683156618
2025-07-15,5,126,924.1857389220006,0.09686975113013702
2025-07-15,5,127,991.342911131056,0.09729605028908977
2025-07-15,5,128,1011.5217677557305,0.09772234944804253
2025-07-15,5,129,1009.7478844223972,0.09814864860699352
2025-07-15,5,130,1031.9099234219016,0.09857494776594627
2025-07-15,5,131,955.0980166248576,0.09900124692489903
2025-07-15,5,132,799.1602944356001,0.09942754608385179
2025-07-15,5,133,769.8278191849481,0.09985384524280277
2025-07-15,5,134,788.0464575333966,0.10028014440175553
2025-07-15,5,135,775.9091774424461,0.10070644356070829
2025-07-15,5,136,762.7198734484078,0.10113274271966105
2025-07-15,5,137,762.6328067817411,0.10155904187861203
2025-07-15,5,138,783.7525107757795,0.10198534103756479
2025-07-15,5,139,811.9164857206257,0.10241164019651755
2025-07-15,5,140,792.4170107757794,0.10283793935546853
2025-07-15,5,141,729.4697345321418,0.10326423851442129
2025-07-15,5,142,744.8424508574491,0.10369053767337405
2025-07-15,5,143,799.7050441091128,0.10411683683232681
2025-07-15,5,144,764.0206850102506,0.10454313599127779
2025-07-15,6,1,728.2869601896734,0.0
2025-07-15,6,2,761.76000590527,0.0
2025-07-15,6,3,781.2811204457815,0.0
2025-07-15,6,4,732.3885287466875,0.0
2025-07-15,6,5,700.3929133565543,0.0
2025-07-15,6,6,709.1038674602776,0.0
2025-07-15,6,7,772.6862447362093,0.0
2025-07-15,6,8,767.8524064637041,0.0
2025-07-15,6,9,760.927663956485,0.0
2025-07-15,6,10,792.3996570061489,0.0
2025-07-15,6,11,788.0168447405906,0.0
2025-07-15,6,12,726.5484047457555,0.0
2025-07-15,6,13,720.8978831772753,0.0
2025-07-15,6,14,715.9862798392342,0.0
2025-07-15,6,15,651.0096806968497,0.0
2025-07-15,6,16,692.465948898647,0.0
2025-07-15,6,17,767.5392157075082,0.0
2025-07-15,6,18,816.5214213063135,0.0
2025-07-15,6,19,714.9246949264116,0.0
2025-07-15,6,20,666.2908631507275,0.0
2025-07-15,6,21,707.8839754929443,0.0
2025-07-15,6,22,698.2201570830816,0.0
2025-07-15,6,23,709.9209361832237,0.0
2025-07-15,6,24,715.2866132194624,0.0
2025-07-15,6,25,622.106793593839,0.0
2025-07-15,6,26,634.8093146777611,0.0
2025-07-15,6,27,737.8447689831755,0.0
2025-07-15,6,28,719.4704103035959,0.0
2025-07-15,6,29,728.036926350687,0.0
2025-07-15,6,30,752.5538123505844,0.0
2025-07-15,6,31,745.5615392992036,13.496219694884545
2025-07-15,6,32,705.1197266003783,43.95305095962711
2025-07-15,6,33,706.2741668020694,83.5852084088497
2025-07-15,6,34,677.6109828176138,120.70008550789514
2025-07-15,6,35,714.5800530152526,153.13224146665743
2025-07-15,6,36,845.4530901942871,184.7653802024272
2025-07-15,6,37,888.4257224484858,221.0077809012923
2025-07-15,6,38,867.7906360258091,254.6218655265338
2025-07-15,6,39,822.5440456799441,282.72963892784827
2025-07-15,6,40,796.1202711992198,310.59352721725827
2025-07-15,6,41,827.5285151341516,348.0995309494149
2025-07-15,6,42,890.8613846534538,397.4695726274657
2025-07-15,6,43,896.7101823921494,451.79435685531
2025-07-15,6,44,900.4178120852579,497.721590039675
2025-07-15,6,45,900.2156556696089,532.2785884570926
2025-07-15,6,46,849.4702369459459,559.4695756122856
2025-07-15,6,47,879.0402061765536,587.6482289215644
2025-07-15,6,48,1087.0017598601398,622.8843981389197
2025-07-15,6,49,1124.6434645481886,661.4185663458082
2025-07-15,6,50,1084.838270677522,686.9177646389012
2025-07-15,6,51,1081.7006977986634,722.2491405602494
2025-07-15,6,52,1112.7385119279684,808.5289528022186
2025-07-15,6,53,1170.0741338846829,854.163264875532
2025-07-15,6,54,1164.8235224705468,862.2672629527099
2025-07-15,6,55,1161.0539297408409,919.1177111353937
2025-07-15,6,56,1151.0474569695325,980.441151997085
2025-07-15,6,57,1150.6265684406744,1010.3918508551162
2025-07-15,6,58,1164.8756333568203,1016.737429047432
2025-07-15,6,59,1171.2514137905919,1017.19396266592
2025-07-15,6,60,1148.7726816820632,1030.3089238902699
2025-07-15,6,61,1187.5370310426842,1063.4605588972993
2025-07-15,6,62,1192.751307867911,1079.9100928778953
2025-07-15,6,63,1154.5591756161207,1064.151641340259
2025-07-15,6,64,1135.4169303819558,1046.3552000557818
2025-07-15,6,65,1167.2528299420674,1080.0354879220502
2025-07-15,6,66,1195.4894898983343,1147.9968200994392
2025-07-15,6,67,1138.7934327850967,1180.695476266678
2025-07-15,6,68,1098.687363955004,1190.2091730136522
2025-07-15,6,69,1137.9437746330432,1198.4871255565065
2025-07-15,6,70,1159.4286329842664,1210.0412241943754
2025-07-15,6,71,1125.3374485179602,1189.9122869949201
2025-07-15,6,72,1073.1825604973862,1166.026141162745
2025-07-15,6,73,1079.3104516520498,1200.9511113773528
2025-07-15,6,74,1114.9622602070253,1233.4793304422647
2025-07-15,6,75,1126.2389447926578,1193.5502188577564
2025-07-15,6,76,1140.4025972209597,1077.9719947837355
2025-07-15,6,77,1140.7585741426753,1041.1094118964354
2025-07-15,6,78,1143.679628538188,1088.0394126542708
2025-07-15,6,79,1124.3664469442256,1086.9750671528495
2025-07-15,6,80,1130.331777912554,1103.2617700824962
2025-07-15,6,81,1185.532892441558,1138.5471348209903
2025-07-15,6,82,1226.5846376171407,1114.1487342921819
2025-07-15,6,83,1220.6960161221941,1100.21050513011
2025-07-15,6,84,1184.259730976028,1101.2944557781739
2025-07-15,6,85,1187.5864662612885,1042.7701980339614
2025-07-15,6,86,1202.4108199952036,952.7705290796184
2025-07-15,6,87,1202.6594244831867,884.0635100028525
2025-07-15,6,88,1200.8396687462885,866.2989663450212
2025-07-15,6,89,1171.978421042334,853.5215066750383
2025-07-15,6,90,1154.4993382024313,817.1814672153474
2025-07-15,6,91,1208.8329316666882,769.695698132178
2025-07-15,6,92,1227.9216916207492,744.6341331370307
2025-07-15,6,93,1190.7582218959667,741.0884363496184
2025-07-15,6,94,1205.371634685596,727.5481271367013
2025-07-15,6,95,1243.1350318894274,701.3803763034864
2025-07-15,6,96,1238.6758766781313,667.2024455710674
2025-07-15,6,97,1200.874803729866,628.6356013406808
2025-07-15,6,98,1192.3801963549222,582.8066128947792
2025-07-15,6,99,1237.812550907683,526.8203260300929
2025-07-15,6,100,1307.1148556622607,465.2602218529046
2025-07-15,6,101,1306.592253350276,420.6520487453333
2025-07-15,6,102,1229.5708533624934,388.8984327692928
2025-07-15,6,103,1223.6031409766065,344.73262718225095
2025-07-15,6,104,1242.216444365645,299.57195748365933
2025-07-15,6,105,1230.3008107229314,263.2119121330868
2025-07-15,6,106,1193.3271479682676,232.90540447040155
2025-07-15,6,107,1180.2448669198302,200.856087433119
2025-07-15,6,108,979.8799417378067,166.44063156417434
2025-07-15,6,109,972.084989110562,136.87686708358598
2025-07-15,6,110,1050.9531708865318,111.14467665862585
2025-07-15,6,111,1060.301202868464,82.08765252421095
2025-07-15,6,112,999.5887695516417,43.463611850313974
2025-07-15,6,113,976.8473201676381,13.09684034532841
2025-07-15,6,114,1023.2182511472819,0.0
2025-07-15,6,115,1031.8669084802125,0.0
2025-07-15,6,116,991.546017271756,0.0
2025-07-15,6,117,1005.0706828338147,0.0
2025-07-15,6,118,1059.2198289211235,0.0
2025-07-15,6,119,1081.4602514815422,0.0
2025-07-15,6,120,1033.5699091775011,0.0
2025-07-15,6,121,992.1996615840478,0.0
2025-07-15,6,122,1008.8741965263744,0.0
2025-07-15,6,123,1060.147132274511,0.0
2025-07-15,6,124,1091.3034275934808,0.0
2025-07-15,6,125,1088.2917819910626,0.0
2025-07-15,6,126,1040.218413811336,0.0
2025-07-15,6,127,1070.391623445235,0.0
2025-07-15,6,128,1039.1040503417667,0.0
2025-07-15,6,129,1011.6567386670989,0.0
2025-07-15,6,130,1060.0039443243431,0.0
2025-07-15,6,131,1005.6097299006844,0.0
2025-07-15,6,132,837.1472955976562,0.0
2025-07-15,6,133,786.2584554607178,0.0
2025-07-15,6,134,844.599267009257,0.0
2025-07-15,6,135,885.7467403802533,0.0
2025-07-15,6,136,822.0017276273962,0.0
2025-07-15,6,137,774.1284508505236,0.0
2025-07-15,6,138,797.0979511804496,0.0
2025-07-15,6,139,839.5683949110835,0.0
2025-07-15,6,140,807.5447538583073,0.0
2025-07-15,6,141,723.2040651200912,0.0
2025-07-15,6,142,745.4838363461232,0.0
2025-07-15,6,143,838.9637967513117,0.0
2025-07-15,6,144,842.3428357869693,0.0
2025-07-15,7,1,759.7281289313929,0.0
2025-07-15,7,2,754.9540639255586,0.0
2025-07-15,7,3,802.5790144833707,0.0
2025-07-15,7,4,808.1769061500372,0.0
2025-07-15,7,5,772.7149751650403,0.0
2025-07-15,7,6,728.8533955980596,0.0
2025-07-15,7,7,775.9494010452133,0.0
2025-07-15,7,8,755.7952018107421,0.0
2025-07-15,7,9,733.3897022740072,0.0
2025-07-15,7,10,766.2291351440755,0.0
2025-07-15,7,11,772.9644934774088,0.0
2025-07-15,7,12,725.3276056591634,0.0
2025-07-15,7,13,740.914022010432,0.0
2025-07-15,7,14,754.3616542727524,0.0
2025-07-15,7,15,692.2671874177116,0.0
2025-07-15,7,16,704.5597945099508,0.0
2025-07-15,7,17,730.1418001650404,0.0
2025-07-15,7,18,773.2910458656834,0.0
2025-07-15,7,19,729.0059398280706,0.0
2025-07-15,7,20,715.7718247377846,0.0
2025-07-15,7,21,734.9428298332705,0.0
2025-07-15,7,22,706.2362247377846,0.0
2025-07-15,7,23,723.5791970455921,0.0
2025-07-15,7,24,752.9078298332704,0.0
2025-07-15,7,25,660.6630950011967,0.0
2025-07-15,7,26,639.9476402596976,0.0
2025-07-15,7,27,721.4628611766177,0.0
2025-07-15,7,28,719.979233071118,0.0
2025-07-15,7,29,709.1325042727524,0.0
2025-07-15,7,30,690.6791501650403,0.0
2025-07-15,7,31,712.0287610335101,14.5842224488776
2025-07-15,7,32,699.8071540843783,43.71212682358407
2025-07-15,7,33,682.483694509951,76.82577592716483
2025-07-15,7,34,654.6005131518485,111.6445197755779
2025-07-15,7,35,702.546451297754,144.9876179344762
2025-07-15,7,36,838.4682015993121,188.35694400355717
2025-07-15,7,37,869.5372883539108,227.75567534794095
2025-07-15,7,38,834.2622278151612,242.43339609061275
2025-07-15,7,39,807.9992492582077,258.3918396881641
2025-07-15,7,40,864.4250806334434,280.17947601380024
2025-07-15,7,41,871.0317618861407,333.75101054650185
2025-07-15,7,42,835.8994249958538,366.7909539393581
2025-07-15,7,43,846.4286166625204,414.0228388275213
2025-07-15,7,44,863.4497035528073,459.19979875521904
2025-07-15,7,45,861.8234355240689,548.9447984096838
2025-07-15,7,46,849.0046499958538,583.4091941686729
2025-07-15,7,47,911.1404636085088,575.4179361830421
2025-07-15,7,48,1104.5590664528677,592.5081409170764
2025-07-15,7,49,1124.2207733218033,663.4597435400048
2025-07-15,7,50,1110.6289589956323,739.1318696451314
2025-07-15,7,51,1143.8317384377278,764.8106363740324
2025-07-15,7,52,1141.489141510422,777.3538788468293
2025-07-15,7,53,1164.0983101105924,850.7736369187737
2025-07-15,7,54,1159.407915590661,883.6254274806818
2025-07-15,7,55,1181.9594192171114,917.8460105607166
2025-07-15,7,56,1189.6026725453125,974.1359483469046
2025-07-15,7,57,1174.8248222795594,1045.8043196327922
2025-07-15,7,58,1154.6915312810588,1093.2865992461243
2025-07-15,7,59,1167.6678101116631,1194.055580523334
2025-07-15,7,60,1168.0354611466264,1227.2720294017743
2025-07-15,7,61,1178.066575957842,1283.9387759861381
2025-07-15,7,62,1161.2906578554455,1294.5714962694865
2025-07-15,7,63,1139.5249269866724,1286.0654575019528
2025-07-15,7,64,1114.0170174708373,1310.5903297306995
2025-07-15,7,65,1116.8849417876595,1354.412742921599
2025-07-15,7,66,1150.5881556128927,1387.5979404414522
2025-07-15,7,67,1174.118426226391,1374.3390787841502
2025-07-15,7,68,1159.4405218878744,1386.8431337547072
2025-07-15,7,69,1133.5422650331766,1412.8699954016977
2025-07-15,7,70,1121.2164593215537,1393.0084127756963
2025-07-15,7,71,1089.0325089324242,1435.5239195728316
2025-07-15,7,72,1064.1212532272302,1526.4288265335358
2025-07-15,7,73,1121.3014796834782,1563.519708248121
2025-07-15,7,74,1144.498999976365,1498.418961117054
2025-07-15,7,75,1091.4960601790344,1407.6843384015262
2025-07-15,7,76,1082.434460728608,1421.2056931272439
2025-07-15,7,77,1117.824400153669,1422.4792103187638
2025-07-15,7,78,1173.8553912471777,1337.9099848436524
2025-07-15,7,79,1186.8802579138446,1271.394718142891
2025-07-15,7,80,1171.5239994076612,1227.5921300301175
2025-07-15,7,81,1184.127363639358,1221.6957337432068
2025-07-15,7,82,1219.4734353627036,1254.3375867410432
2025-07-15,7,83,1235.6172523523564,1294.0928800692343
2025-07-15,7,84,1212.811496780298,1274.10776169771
2025-07-15,7,85,1209.3935885435549,1205.045718401657
2025-07-15,7,86,1215.23517932931,1146.9885075324555
2025-07-15,7,87,1214.7801881578455,1116.9435530687747
2025-07-15,7,88,1223.4982464911789,1042.6220099141376
2025-07-15,7,89,1243.4716573371745,997.4523729991647
2025-07-15,7,90,1246.0389306894187,937.8681181419723
2025-07-15,7,91,1194.7719140227523,904.7768908748301
2025-07-15,7,92,1202.4190556894189,862.7887000644324
2025-07-15,7,93,1247.2163691300525,823.4480068794345
2025-07-15,7,94,1227.2883640182508,802.014163157357
2025-07-15,7,95,1232.4929513503544,739.6353124609639
2025-07-15,7,96,1252.370508014123,660.3585640061658
2025-07-15,7,97,1219.482701005324,616.3138721784665
2025-07-15,7,98,1212.4215676719905,578.4739467769931
2025-07-15,7,99,1241.3168010053241,548.8733359932986
2025-07-15,7,100,1248.6750676719907,515.6247383160385
2025-07-15,7,101,1270.4232226966146,470.233042221046
2025-07-15,7,102,1278.4195820433447,432.41040285609654
2025-07-15,7,103,1295.1973548764138,395.1805258160316
2025-07-15,7,104,1314.3891096836878,334.88487158737956
2025-07-15,7,105,1317.9517298764138,282.6020708146824
2025-07-15,7,106,1300.404945245341,239.03091586260757
2025-07-15,7,107,1281.730980107312,219.7642342453116
2025-07-15,7,108,1059.2349199634696,174.41500650157613
2025-07-15,7,109,1039.2069579839595,134.9509847901753
2025-07-15,7,110,1096.8667027977226,105.58836604519165
2025-07-15,7,111,1095.0698849594205,74.91378348375784
2025-07-15,7,112,1071.1904783347459,42.77196923395228
2025-07-15,7,113,1043.3419777977228,15.117608679998579
2025-07-15,7,114,1055.090723803878,0.0
2025-07-15,7,115,1077.7291944643894,0.0
2025-07-15,7,116,1050.463159043423,0.0
2025-07-15,7,117,1041.6252277977228,0.0
2025-07-15,7,118,1069.7404527977228,0.0
2025-07-15,7,119,1100.5636091892363,0.0
2025-07-15,7,120,1072.6287536847908,0.0
2025-07-15,7,121,1010.0436694643894,0.0
2025-07-15,7,122,1034.2816847262598,0.0
2025-07-15,7,123,1127.3013408659656,0.0
2025-07-15,7,124,1161.7914020149938,0.0
2025-07-15,7,125,1132.113400855903,0.0
2025-07-15,7,126,1052.5157389220008,0.0
2025-07-15,7,127,1067.6912111310562,0.0
2025-07-15,7,128,1070.7518677557305,0.0
2025-07-15,7,129,1078.0062177557306,0.0
2025-07-15,7,130,1077.6378984219014,0.0
2025-07-15,7,131,990.9138499581909,0.0
2025-07-15,7,132,855.4736277689334,0.0
2025-07-15,7,133,836.4043441849481,0.0
2025-07-15,7,134,846.47729086673,0.0
2025-07-15,7,135,841.8866774424461,0.0
2025-07-15,7,136,870.8222817817411,0.0
2025-07-15,7,137,896.7058984484079,0.0
2025-07-15,7,138,879.4391774424461,0.0
2025-07-15,7,139,827.1936857206257,0.0
2025-07-15,7,140,816.5830107757795,0.0
2025-07-15,7,141,827.6455678654753,0.0
2025-07-15,7,142,806.8105758574491,0.0
2025-07-15,7,143,763.6835524424461,0.0
2025-07-15,7,144,649.8181850102505,0.0
2025-07-15,8,1,716.6302799999153,1.2482606045981601
2025-07-15,8,2,705.6975838831314,1.2486037589769765
2025-07-15,8,3,750.167360471528,1.2489469133557902
2025-07-15,8,4,785.6157139601574,1.2492900677346057
2025-07-15,8,5,762.5724131223587,1.249633222113422
2025-07-15,8,6,701.4666324070166,1.2499763764922376
2025-07-15,8,7,736.7759241640624,1.2503195308710513
2025-07-15,8,8,751.626311793589,1.2506626852498677
2025-07-15,8,9,769.3266462778088,1.2510058396286832
2025-07-15,8,10,789.9191277415827,1.2513489940074987
2025-07-15,8,11,804.0483869012793,1.2516921483863133
2025-07-15,8,12,771.0307586689065,1.2520353027651288
2025-07-15,8,13,716.8652207869756,1.2523784571439442
2025-07-15,8,14,694.0120306244123,1.2527216115227588
2025-07-15,8,15,679.3459820232048,1.2530647659015743
2025-07-15,8,16,760.2890657564353,1.2534079202803898
2025-07-15,8,17,781.8047128871343,1.2537510746592062
2025-07-15,8,18,749.3368207073561,1.25409422903802
2025-07-15,8,19,693.0091040909208,1.2546377006761782
2025-07-15,8,20,709.1815768771678,1.2547805377956518
2025-07-15,8,21,752.5203424055852,1.2551236921744673
2025-07-15,8,22,699.1701268019582,1.2583966347498468
2025-07-15,8,23,656.2220766419255,1.2558100009320974
2025-07-15,8,24,654.9521303815272,1.2561531553109129
2025-07-15,8,25,640.5233271118357,1.2972704581521177
2025-07-15,8,26,629.6597995004455,1.256839464068543
2025-07-15,8,27,642.6447847230321,1.2571826184473585
2025-07-15,8,28,667.008244119751,1.8254574331112816
2025-07-15,8,29,706.2375917440914,1.2578689272049886
2025-07-15,8,30,680.1490194320888,1.258212081583804
2025-07-15,8,31,635.9498440812686,18.22088280536146
2025-07-15,8,32,626.091797312251,47.652194899324854
2025-07-15,8,33,696.5132750633562,83.92607356756643
2025-07-15,8,34,694.1362035901237,122.85032670723459
2025-07-15,8,35,732.727457088854,161.0960211358503
2025-07-15,8,36,843.4872322909387,197.97453860669629
2025-07-15,8,37,827.9614686348176,233.9200044952461
2025-07-15,8,38,793.99436539337,268.40302468915246
2025-07-15,8,39,797.7528951767911,304.39077058533456
2025-07-15,8,40,820.1235702934295,346.2692312127626
2025-07-15,8,41,879.7595627101574,388.9413499275074
2025-07-15,8,42,919.5254818756719,430.8776076901038
2025-07-15,8,43,832.617550018099,474.89693355424157
2025-07-15,8,44,787.6550622807982,515.0127985457475
2025-07-15,8,45,832.5690717849877,546.4662989538549
2025-07-15,8,46,868.0681777956465,573.6306932710618
2025-07-15,8,47,937.9867097127552,625.9279454028359
2025-07-15,8,48,1123.817971102453,707.7607776401032
2025-07-15,8,49,1144.411046149235,788.2256637993106
2025-07-15,8,50,1162.4958048161561,823.9012671625494
2025-07-15,8,51,1206.261298921247,840.4361596756584
