date,issue_hour,strategy,changed_plan_kwh,expected_future_cost_yuan,cvar_future_cost_yuan,objective,soc_at_issue_kwh,terminal_target_kwh,clipped_load_scenario_cells,clipped_pv_scenario_cells
2025-02-01,0,S12,0.0,33195.36553002063,80642.57386566818,42688.77507127642,6000.0,6000.0,6,32
2025-02-01,12,S12,3910.240583619176,15118.486592040927,15347.515883142582,15166.093022735166,7289.503988549521,6000.0,18,0
2025-02-02,0,S12,0.0,73355.26634744469,162509.31089899724,91190.72092442175,6000.000000000001,6000.000000000001,0,0
2025-02-02,12,S12,4.888534022029489e-12,42288.08234129933,91437.55736679528,52120.505275120886,6450.0,6000.000000000001,0,0
2025-02-03,0,S12,0.0,75943.92780834883,162594.01719297114,93278.6360803115,6000.000000000001,6000.000000000001,0,12
2025-02-03,12,S12,6.0822458181064576e-12,43695.247206390915,87912.90675596977,52541.35985047721,6450.0,6000.000000000001,0,0
2025-02-04,0,S12,0.0,69528.1578781694,118948.8811292967,79416.9481950615,6000.000000000002,6000.000000000002,0,46
2025-02-04,12,S12,5699.579008740386,36172.41470676734,36591.09942153503,36258.52875801956,6561.461157928037,6000.000000000002,0,0
2025-02-05,0,S12,0.0,58696.83496365352,61643.237060127634,59290.642592900294,6000.000000000004,6000.000000000004,0,8
2025-02-05,12,S12,1951.475861556801,33390.56232747452,34070.08189070139,33546.73489489179,6450.000000000001,6000.000000000004,0,0
2025-02-06,0,S12,0.0,63404.02064600011,65913.65346166072,63910.59287579885,5966.1333129723635,5966.1333129723635,0,33
2025-02-06,12,S12,6405.632711898688,35320.04867361698,35920.53530300426,35466.96102420893,6468.675988494459,5966.1333129723635,0,0
2025-02-07,0,S12,0.0,26992.03321344462,27951.764473427476,27187.851498175176,5920.034164277949,5920.034164277949,18,6
2025-02-07,12,S12,3951.1679662897577,13857.702196827833,14368.395889880196,13968.6207239558,6971.6687759520555,5920.034164277949,6,0
2025-02-08,0,S12,0.0,20408.04443647889,21992.75790840566,20728.42330798185,5906.933341679899,5906.933341679899,23,0
2025-02-08,12,S12,173.32869562090428,12039.519825228328,12887.978487752864,12246.55728316781,6409.78507013866,5906.933341679899,6,0
2025-02-09,0,S12,0.0,59212.62461799767,61985.24387977388,59771.64330368624,5840.233350148179,5840.233350148179,0,0
2025-02-09,12,S12,112.09503758288503,32934.76354649041,33858.88241276995,33121.92739034214,6450.0,5840.233350148179,0,0
2025-02-10,0,S12,0.0,57177.9009670238,60743.2740324014,57895.47041343259,5840.233350148179,5840.233350148179,0,0
2025-02-10,12,S12,1876.2383294970132,32609.735758985753,33114.90669401434,32724.693484620842,6454.98517684903,5840.233350148179,0,0
2025-02-11,0,S12,0.0,57907.470903245696,60832.822292325596,58497.1035867136,5818.27691462025,5818.27691462025,0,53
2025-02-11,12,S12,5939.95447972524,32710.67671256105,32920.822495521905,32754.805643332937,7050.0,5818.27691462025,0,0
2025-02-12,0,S12,0.0,56819.49967624772,59647.93391525834,57389.68135738313,5818.2769146202545,5818.2769146202545,0,6
2025-02-12,12,S12,2717.726543995923,31990.100060953755,32542.967989176188,32102.881945173882,6583.571314773897,5818.2769146202545,0,0
2025-02-13,0,S12,0.0,54038.05618856485,56385.13664055297,54511.76947381712,5818.276914620256,5818.276914620256,0,0
2025-02-13,12,S12,1483.4474810890924,30803.094651163796,31537.37631927215,30972.303510802565,7050.0,5818.276914620256,0,0
2025-02-14,0,S12,0.0,22273.687990762628,24092.217063121898,22641.05923802028,5780.2294182203495,5780.2294182203495,12,6
2025-02-14,12,S12,238.51434281151424,12373.793621575634,12972.266798687711,12495.58112154751,4358.567075322553,5780.2294182203495,12,9
2025-02-15,0,S12,0.0,22338.43464275652,23243.04430897349,22522.691536382015,5780.2294182203495,5780.2294182203495,16,6
2025-02-15,12,S12,1080.307740058676,12303.579306909785,12475.133315950421,12372.81543691009,7175.972108601624,5780.2294182203495,0,6
2025-02-16,0,S12,0.0,57231.63888314206,59160.144900137435,57621.834919874476,5717.884494413042,5717.884494413042,0,14
2025-02-16,12,S12,5320.267669671462,31032.134262595013,31905.38221884145,31208.829806696398,6614.451943102403,5717.884494413042,0,0
2025-02-17,0,S12,0.0,58500.05522794712,61400.866247972495,59084.65715354966,5717.8844944130415,5717.8844944130415,0,8
2025-02-17,12,S12,5323.824339042141,31475.76189346867,32117.618053130274,31608.620196258715,6450.0,5717.8844944130415,0,0
2025-02-18,0,S12,0.0,51630.930851507124,53262.28763826576,51961.41038680369,5713.2955756078945,5713.2955756078945,0,0
2025-02-18,12,S12,58.61316108285115,29878.687549736092,30367.929565937404,29988.19540616317,6640.241997517711,5713.2955756078945,0,0
2025-02-19,0,S12,0.0,53422.019531782906,54001.55033712323,53542.335561039574,5695.30905146542,5695.30905146542,0,12
2025-02-19,12,S12,91.97963319680562,30822.42811595423,31265.37445048719,30923.725483650633,6626.698860471981,5695.30905146542,0,0
2025-02-20,0,S12,0.0,53847.65491287483,55226.05323148997,54127.530821794884,5675.655885265122,5675.655885265122,0,0
2025-02-20,12,S12,2114.3451093560316,29641.09339068057,30163.78409302472,29750.567862588032,7024.349302857865,5675.655885265122,0,3
2025-02-21,0,S12,0.0,20618.77590019994,21697.080907481944,20837.92036787644,5670.089705966631,5670.089705966631,14,0
2025-02-21,12,S12,160.7636337010831,11298.187938024643,11959.260780195385,11462.474422069503,4192.979068521094,5670.089705966631,0,0
2025-02-22,0,S12,0.0,20847.3801976703,22690.077656430414,21219.23428556964,5613.716974584661,5613.716974584661,16,9
2025-02-22,12,S12,784.0992432599103,11686.957396077309,11997.052897927239,11765.97821191961,5896.947561697773,5613.716974584661,6,1
2025-02-23,0,S12,0.0,52967.479966525316,54918.471542680134,53362.03563341853,5585.328857592065,5585.328857592065,0,5
2025-02-23,12,S12,4115.619991103225,30243.165119018384,30554.282899497364,30326.11815405987,7050.000000000002,5585.328857592065,0,0
2025-02-24,0,S12,0.0,50747.38640721105,53317.22528711855,51265.68592114198,5550.115234425947,5550.115234425947,0,16
2025-02-24,12,S12,1812.26195094591,29647.172273800974,30135.465052561605,29746.842392881208,6559.54885908604,5550.115234425947,0,0
2025-02-25,0,S12,0.0,52556.42197296567,54411.927871132626,52931.79131307366,5550.115234425947,5550.115234425947,0,2
2025-02-25,12,S12,3697.1728258969756,29080.577703303203,29417.559032211295,29149.89104332331,7046.494136379044,5550.115234425947,0,4
2025-02-26,0,S12,0.0,47667.85048323422,50248.28008346176,48188.12426352372,5550.115234425949,5550.115234425949,0,0
2025-02-26,12,S12,1438.8952296750836,30064.18957713268,30830.54354495713,30225.900357932307,6553.414836225459,5550.115234425949,0,0
2025-02-27,0,S12,0.0,49288.572905112145,52003.91911804,49835.847824900804,5538.172902835099,5538.172902835099,0,8
2025-02-27,12,S12,267.5355485763,28614.446328141672,29275.078200489825,28754.608567742747,6520.517638923975,5538.172902835099,0,6
2025-02-28,0,S12,0.0,18956.21800888982,19510.73690268338,19070.32853713599,5526.88520609445,5526.88520609445,7,9
2025-02-28,12,S12,13.86844805126271,10711.083435211262,11177.756481976256,10806.457368924352,4763.908824274524,5526.88520609445,0,0
2025-03-01,0,S12,0.0,22737.177502963386,24511.963003612556,23095.515765136224,5526.885206094451,5526.885206094451,8,14
2025-03-01,12,S12,2543.4486264200286,11717.686303789178,12022.183002696878,11792.840873518842,6566.463504662554,5526.885206094451,12,3
