date,strategy,soc_initial_kwh,soc_final_kwh,zero_plan_kwh,final_plan_kwh,used_plan_kwh,emergency_kwh,curtail_kwh,spill_kwh,charge_kwh,discharge_kwh,plan_cost_yuan,adjustment_cost_yuan,market_cost_yuan,emergency_cost_yuan,total_cost_yuan,alternative_total_cost_yuan,max_solver_eq_residual,max_solver_ub_violation,simultaneous_charge_discharge_count,soft_terminal_deviation_kwh
2025-02-01,S18,6000.0,6000.000000000002,51973.04537142101,51991.94260099935,45373.71106619219,40.0719041695441,5497.8440063854805,1363.2256215159143,21971.249521721093,17796.71211259409,22265.771511550556,13.365028276817611,22279.136539827374,176.40283079205565,22455.53937061943,22459.61271805693,6.821210263296962e-13,5.572431405198586e-12,0,1.8189894035458565e-12
2025-02-02,S18,6000.000000000002,6000.000000000002,98559.74949093309,98551.90680031187,86138.17697526206,60.27926863035303,2887.1679833333333,389.4415495863708,24029.309268277288,19463.740507304607,70199.71174861351,-1.605006635611062,70198.1067419779,252.24663195953525,70450.35337393744,70453.56338720869,9.094947017729282e-13,1.1641532182693481e-10,0,0.0
2025-02-03,S18,6000.000000000002,6000.000000000003,102613.76966983217,102557.6191988327,88286.18588877816,0.0,2962.630183333333,401.3407093097371,24764.72892702677,20059.43043089169,74363.960795899,-13.106392137735384,74350.85440376126,0.0,74350.85440376126,74377.06718803674,9.094947017729282e-13,2.0037305148434825e-12,0,9.094947017729282e-13
2025-02-04,S18,6000.000000000003,6000.000000000002,99061.26551736028,99061.26551736025,88985.1215005968,190.0080657640492,2701.990812372706,382.1437366037127,25769.110880970715,20872.97981358628,71743.81605394621,1.4551915228366852e-11,71743.81605394623,526.4622625041683,72270.27831645039,72270.27831645039,1.8189894035458565e-12,6.467359980888432e-11,0,9.094947017729282e-13
2025-02-05,S18,6000.000000000002,6000.000000000001,90908.14000072557,90918.55117929682,86346.09231396309,746.7771727485936,1303.516040900154,186.6930554889193,25548.596878890974,20694.363471901695,64197.75886585685,13.751609045102668,64211.51047490195,3199.502992814561,67411.01346771652,67411.01346771652,1.8189894035458565e-12,2.7970514793196344e-11,0,9.094947017729282e-13
2025-02-06,S18,6000.000000000001,5981.713758285995,96927.70547936614,96938.23642576474,86571.15587530052,130.97643396506555,1535.3409370899446,221.31959694428986,24688.800926880573,20014.386368315878,69372.70841441659,11.058071070583537,69383.76648548717,556.3712049423366,69940.1376904295,69940.9900611763,9.094947017729282e-13,8.483880264975596e-12,0,18.286241714005882
2025-02-07,S18,5981.713758285995,5981.713758285996,50087.89787723668,50087.897877236675,43938.361499554165,5.913919932665351,6807.085945714964,839.3570512770725,23642.909241200738,19150.756485372603,20749.397734771723,3.637978807091713e-12,20749.397734771726,11.954989143883008,20761.35272391561,20761.35272391561,1.8189894035458565e-12,7.402967128200544e-12,0,9.094947017729282e-13
2025-02-08,S18,5981.713758285996,5981.713758285997,38348.136630072,38442.498489691054,37214.53069703485,996.9930487656859,2104.5104369697133,474.9560861916348,21341.550031434323,17286.65552546181,15563.23991589137,65.60234481200496,15628.842260703375,3042.721600692951,18671.563861396327,18672.604989074654,9.094947017729282e-13,2.247979580261017e-12,0,9.094947017729282e-13
2025-02-09,S18,5981.713758285997,5981.713758285997,91141.81145057717,91143.01149224381,85957.85197753028,215.7393363602033,1936.9856744112221,188.38343495225604,23646.34862031777,19153.542382457395,64225.41282365075,1.394688425010827,64226.807512075764,930.3055573405418,65157.11306941631,65157.11306941631,9.094947017729282e-13,2.5552893134772603e-11,0,0.0
2025-02-10,S18,5981.713758285997,5948.112290037675,88287.68665663777,88291.81538384929,81497.43800457352,117.50021358129254,2476.975944357165,324.7354336598487,23772.79251698933,19286.203260184848,60102.03987946176,6.608937615186733,60108.648817076944,391.5511738899536,60500.199990966896,60500.83364125106,9.094947017729282e-13,2.943778554254095e-11,0,33.60146824832191
