date,issue_hour,strategy,changed_plan_kwh,expected_future_cost_yuan,cvar_future_cost_yuan,objective,soc_at_issue_kwh,terminal_target_kwh,clipped_load_scenario_cells,clipped_pv_scenario_cells
2025-02-01,0,S12,0.0,26972.40246031808,67343.50640724186,35050.59852890416,6000.0,6000.0,6,32
2025-02-01,12,S12,3826.7626879002764,12062.364350926387,12221.560848900797,12095.972020922154,7575.828298772791,6000.0,18,0
2025-02-02,0,S12,0.0,81232.13606510131,180523.95491349144,101094.84383477923,6000.000000000001,6000.000000000001,0,0
2025-02-02,12,S12,5.115907697472721e-12,45432.623611823044,99941.65852014555,56336.66088567574,6450.0,6000.000000000001,0,0
2025-02-03,0,S12,0.0,85308.93619751961,183813.71481210532,105014.36575562124,6000.000000000001,6000.000000000001,0,12
2025-02-03,12,S12,4.604316927725449e-12,48345.35621366109,96182.60252401888,57915.02126860848,6450.000000000001,6000.000000000001,0,0
2025-02-04,0,S12,0.0,78524.31767162679,134017.99795916677,89627.70964247124,6000.000000000001,6000.000000000001,0,46
2025-02-04,12,S12,5662.944244575961,40142.949171860564,40618.50267598109,40240.45647832519,6450.0,6000.000000000001,0,0
2025-02-05,0,S12,0.0,65790.786006674,69169.80220039954,66471.2051208547,6000.000000000002,6000.000000000002,0,8
2025-02-05,12,S12,2017.1621903199893,36217.069721876804,37074.42809312835,36402.34341755214,6450.0,6000.000000000002,0,0
2025-02-06,0,S12,0.0,71155.51432585607,74536.10082374941,71836.09629210152,5978.146928768546,5978.146928768546,0,33
2025-02-06,12,S12,6100.502726873396,38005.01700550208,38671.037512520066,38144.720311094825,7050.0,5978.146928768546,0,0
2025-02-07,0,S12,0.0,21545.403991010968,22164.678916266665,21673.535474698765,5969.905645012884,5969.905645012884,18,6
2025-02-07,12,S12,3958.967930881108,11117.530471921806,11539.657401431934,11203.780181632083,6971.668775952059,5969.905645012884,6,0
2025-02-08,0,S12,0.0,16228.444391463167,17077.49352794617,16402.11555209312,5969.905645012884,5969.905645012884,23,0
