date,issue_hour,strategy,changed_plan_kwh,expected_future_cost_yuan,cvar_future_cost_yuan,objective,soc_at_issue_kwh,terminal_target_kwh,clipped_load_scenario_cells,clipped_pv_scenario_cells
2025-02-01,0,S0,0.0,33195.36553002063,80642.57386566818,42688.77507127642,6000.0,6000.0,6,32
2025-02-02,0,S0,0.0,73355.26634744469,162509.3108989972,91190.72092442175,6000.000000000003,6000.000000000003,0,0
2025-02-03,0,S0,0.0,75943.92780834885,162594.01719297114,93278.63608031147,6000.000000000004,6000.000000000004,0,12
2025-02-04,0,S0,0.0,69528.15787816941,118948.8811292967,79416.9481950615,6000.0000000000055,6000.0000000000055,0,46
2025-02-05,0,S0,0.0,58696.83496365352,61643.237060127634,59290.642592900294,6000.0000000000055,6000.0000000000055,0,8
2025-02-06,0,S0,0.0,63403.873890356306,65913.50670601694,63910.44612015507,6000.00000000001,6000.00000000001,0,33
2025-02-07,0,S0,0.0,26991.686694823158,27951.41795480601,27187.504979553727,6000.000000000012,6000.000000000012,18,6
2025-02-08,0,S0,0.0,20407.744555024292,21992.458026951073,20728.12342652726,6000.000000000012,6000.000000000012,23,0
2025-02-09,0,S0,0.0,59211.93229584831,61984.551557624516,59770.95098153688,6000.000000000014,6000.000000000014,0,0
2025-02-10,0,S0,0.0,57177.20864487446,60742.58171025204,57894.778091283224,6000.0000000000155,6000.0000000000155,0,0
2025-02-11,0,S0,0.0,57906.683436542386,60832.034825622286,58496.31612001029,6000.000000000018,6000.000000000018,0,53
2025-02-12,0,S0,0.0,56818.712209544414,59647.146448555024,57388.893890679814,6000.000000000018,6000.000000000018,0,6
2025-02-13,0,S0,0.0,54037.26872186153,56384.34917384966,54510.98200711381,6000.000000000022,6000.000000000022,0,0
2025-02-14,0,S0,0.0,22272.73565157492,24091.264723934186,22640.106898832564,6000.000000000022,6000.000000000022,12,6
2025-02-15,0,S0,0.0,22337.482303568806,23242.091969785775,22521.73919719431,6000.000000000021,6000.000000000021,16,6
2025-02-16,0,S0,0.0,57230.416382617885,59158.92239961323,57620.61241935026,6000.00000000002,6000.00000000002,0,14
2025-02-17,0,S0,0.0,58498.773099915634,61399.882257477424,59083.43465302544,6000.000000000018,6000.000000000018,0,8
2025-02-18,0,S0,0.0,51629.68846566809,53261.04525242673,51960.16800096466,6000.000000000019,6000.000000000019,0,0
