day_index,date,s0,E_C,CVaR,cost_plan,cost_emergency,cost_total,emergency_rate,unextracted_ratio,curtailment_rate,soc_violate_count,residual_blocks,emergency_kwh,load_kwh,curtail_kwh,unextracted_kwh,final_soc,settlement_method,primary_emergency_cost,secondary_status,emergency_cost_gap,cost_tolerance,dev_c,dev_r
41,2025-02-11,1817.8344033418716,55170.10557820895,56584.84910711015,53959.30648384128,631.9766162653654,54591.28310010664,0.001118216967992,0.0820982033968014,0.0054508526438038,0,30,135.79770171845323,121441.28161666667,251.9421402143994,7066.377257506742,1370.6723549191322,causal_sequential_plan_bounded,631.9766162653654,0,0.0,0.0,2208.316949800171,1942.341848765356
42,2025-02-12,1370.6723549191322,52586.561860676025,54423.603439460174,51279.94601197548,3200.448637709441,54480.39464968493,0.0065429774751465,0.0397062957370121,0.0012790264877755,0,30,794.08095571265,121363.85288333334,58.95943333333332,3262.8387567874606,1512.3445117626145,causal_sequential_plan_bounded,3200.448637709441,0,0.0,0.0,1008.921723828082,1098.3366568870947
43,2025-02-13,1512.3445117626145,54013.014177420526,55397.29783578712,52609.90110905036,664.4978625064773,53274.39897155684,0.0015557631961599,0.1018801893807201,0.0117519924579216,0,30,188.73007472211023,121310.28371666666,587.3740398752534,8558.187566490851,1503.0912204307042,causal_sequential_plan_bounded,664.4978625064773,0,0.0,0.0,3750.707493545237,3310.855168159276
44,2025-02-14,1503.0912204307042,20495.14302715871,21141.85165996735,19714.294965756577,2537.112753516248,22251.407719272825,0.0080498021383939,0.0390087745125556,0.0696732288122824,0,30,610.7597232154978,75872.63794999999,3209.903907490904,1434.477650303793,1200.0,causal_sequential_plan_bounded,2537.112753516248,0,0.0,0.0,1105.755312075684,895.661802781301
45,2025-02-15,1200.0,20463.209435948847,21040.41366664332,19732.732871098306,1658.734923575194,21391.4677946735,0.0053942414577175,0.0257460252662654,0.0722499721558871,0,30,410.25661879509744,76054.55225,3379.4535156941256,949.2481397618722,1583.7097303120452,causal_sequential_plan_bounded,1658.734923575194,0,0.0,0.0,709.494051600014,920.0289390768588
46,2025-02-16,1583.7097303120452,53108.87371452648,56225.99794210649,51457.05998122401,4084.892085473,55541.95206669701,0.0080876842421154,0.0415480064821514,0.0006653471462797,0,30,980.8498981058096,121276.97728333333,30.539166666666688,3399.8925196411965,1459.9330206885718,causal_sequential_plan_bounded,4084.892085473,0,0.0,0.0,1215.328318665497,1218.3556567387664
47,2025-02-17,1459.9330206885718,53718.73157629123,55492.388196119005,52224.47515122562,580.4371148160214,52804.91226604164,0.0009796011843457,0.0903468939141939,0.0178617234565381,0,30,118.49292447010762,120960.37281666666,889.0942499999999,7518.751378302273,1551.0062818313395,causal_sequential_plan_bounded,580.4371148160214,0,0.0,0.0,3587.898822030478,3222.1036994928963
48,2025-02-18,1551.0062818313395,51528.31780483689,54103.77217910184,50177.648764781006,2257.9741184378354,52435.62288321884,0.0040784154943067,0.0670588133700745,0.0036437444085786,0,30,494.83933654195766,121331.27123333332,179.41754999999966,5436.079792556401,1438.0010047355338,causal_sequential_plan_bounded,2257.9741184378354,0,0.0,0.0,1966.0332398292185,1806.6878285236485
49,2025-02-19,1438.0010047355338,52251.02294819716,53949.9138393793,50933.046270522034,2259.9809585405364,53193.02722906257,0.0042625596008548,0.0675425099449133,0.003414000106947,0,30,519.4644732873978,121866.79411666666,167.24321666666674,5553.5199861721285,1384.0185004255595,causal_sequential_plan_bounded,2259.9809585405364,0,0.0,0.0,846.713660150283,851.4547151047335
50,2025-02-20,1384.0185004255595,53363.919930282646,55794.6823938398,51911.89080248887,1156.4273346344685,53068.31813712334,0.0020183664282759,0.0873853959033128,0.0125608823741321,0,30,244.43478508380807,121105.25703333331,629.4524862893087,7223.25766231138,1635.3307956681,causal_sequential_plan_bounded,1156.4273346344685,0,0.0,0.0,2792.777751195162,2653.9476945693623
51,2025-02-21,1635.3307956681,24623.81731632473,25838.088733595345,23671.15869888664,818.9612029334473,24490.11990182009,0.003000263903573,0.0301889812704366,0.1163057958057559,0,30,227.4260105191824,75802.00203333332,5843.405553365879,1085.1996141798854,2775.9387241199847,causal_sequential_plan_bounded,818.9612029334473,0,0.0,0.0,192.6601423135831,1574.399566981987
52,2025-02-22,2775.9387241199847,23467.530329981968,24041.13122424444,22689.31340966067,1148.8446067109471,23838.158016371617,0.0045077001291327,0.0188171623173985,0.0787752801542529,0,30,341.1528532385089,75682.24226666667,3768.410840295383,635.938400652448,2232.877267971514,causal_sequential_plan_bounded,1148.8446067109471,0,0.0,0.0,645.2056902953852,1442.0673649888777
53,2025-02-23,2232.877267971514,52541.32080253965,55293.81257887355,51089.19026669608,863.1233123444931,51952.31357904057,0.0022119047448742,0.0851288210535844,0.0114000754282402,0,30,267.9548763346652,121142.14093333331,565.5610166666668,6952.514508026561,1401.099059789285,causal_sequential_plan_bounded,863.1233123444931,0,0.0,0.0,3046.7081882387765,2648.822786283765
