report_days,plan_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_kwh,report_initial_soc_kwh,report_final_soc_kwh,terminal_value_adjustment_yuan,terminal_adjusted_total_cost_yuan,baseline_total_cost_yuan,baseline_emergency_cost_yuan,total_saving_yuan,emergency_saving_yuan
334,13885012.62256014,823950.8718955689,14708963.494455712,217628.35424116245,6000.000000000028,6000.0,1.498998850972081e-11,14708963.494455712,15637529.823381823,839786.4576860523,928566.3289261106,15835.585790483397
