date,issue_hour,strategy,changed_plan_kwh,expected_future_cost_yuan,cvar_future_cost_yuan,objective,soc_at_issue_kwh,terminal_target_kwh,clipped_load_scenario_cells,clipped_pv_scenario_cells
2025-02-01,0,S6,0.0,26972.40246031808,67343.50640724186,35050.59852890416,6000.0,6000.0,6,32
2025-02-01,6,S6,137.4790798110539,21216.598327977175,86636.68583734217,34304.01576065546,10134.600113339688,6000.0,36,0
2025-02-02,0,S6,0.0,81232.13606510131,180523.95491349144,101094.84383477923,6000.000000000002,6000.000000000002,0,0
2025-02-02,6,S6,7.858602657506708e-12,65822.05905941216,152112.65328193075,83093.86591164014,10800.0,6000.000000000002,0,0
2025-02-03,0,S6,0.0,85308.87223831759,183813.65085290326,105014.30179641918,5981.431199404084,5981.431199404084,0,12
2025-02-03,6,S6,8849.727457300169,56421.98830399685,57087.99823985609,56558.85378043378,10800.0,5981.431199404084,0,12
2025-02-04,0,S6,0.0,78523.83075641119,134017.51104395115,89627.22272725562,5981.431199404084,5981.431199404084,0,46
2025-02-04,6,S6,12.985060459092836,68203.63340321496,160425.13591452225,86704.27235885439,10800.0,5981.431199404084,0,16
2025-02-05,0,S6,0.0,65794.2890072204,69173.30520094594,66474.7081214011,5883.233315120335,5883.233315120335,0,8
2025-02-05,6,S6,268.08617100741435,51491.65082150084,52802.328299792025,51757.67858960506,10800.0,5883.233315120335,0,3
2025-02-06,0,S6,0.0,71157.89267287317,74537.5025012505,71838.27930521539,5883.233315120335,5883.233315120335,0,33
2025-02-06,6,S6,5042.798249277898,53810.24164321234,54310.39263562834,53920.2185576261,10800.0,5883.233315120335,0,0
2025-02-07,0,S6,0.0,21544.672309255504,22163.9472345112,21672.803792943298,5871.620036069468,5871.620036069468,18,6
2025-02-07,6,S6,2609.833808250498,12564.037768393871,12792.948016674642,12613.07579054248,10050.728648775572,5871.620036069468,18,12
2025-02-08,0,S6,0.0,16228.236899622063,17077.28603610507,16401.908060252015,5871.620036069472,5871.620036069472,23,0
2025-02-08,6,S6,299.25706609186756,9790.410650040636,10428.70653852922,9921.084343474295,7594.810114400815,5871.620036069472,16,0
2025-02-09,0,S6,0.0,65928.87314109782,69221.17387056407,66591.59113502027,5871.620036069472,5871.620036069472,0,0
2025-02-09,6,S6,724.8688640394353,51357.56778861469,52430.8231560262,51599.39430756977,10800.0,5871.620036069472,0,0
2025-02-10,0,S6,0.0,61688.507650288484,65629.27688182873,62480.929841319245,5827.21711874889,5827.21711874889,0,0
2025-02-10,6,S6,6481.656910180465,44462.76303812863,45033.25548932318,44585.08274403754,10800.0,5827.21711874889,0,0
2025-02-11,0,S6,0.0,62974.14727323835,66448.8135079878,63673.591214563996,5818.345989346975,5818.345989346975,0,53
2025-02-11,6,S6,5287.502698932793,46321.91045440655,47430.369739567504,46547.25891128323,10800.0,5818.345989346975,0,4
2025-02-12,0,S6,0.0,61623.13999247744,64883.35902927747,62279.67863317071,5818.3459893469835,5818.3459893469835,0,6
2025-02-12,6,S6,4399.754341942049,46203.33762529416,46714.3656849303,46325.203081647116,9874.074074074075,5818.3459893469835,0,0
2025-02-13,0,S6,0.0,57689.15509554426,60701.98038008948,58296.03833740395,5788.347308482603,5788.347308482603,0,0
2025-02-13,6,S6,4499.507008567045,41339.326012897545,41800.61591410223,41451.00594054993,10800.0,5788.347308482603,0,0
2025-02-14,0,S6,0.0,17526.618045976702,19172.848291198028,17859.53466630429,5758.571388440732,5758.571388440732,12,6
