day_index,date,s0,E_C,CVaR,cost_plan,cost_emergency,cost_total,emergency_rate,unextracted_ratio,curtailment_rate,soc_violate_count,emergency_kwh,load_kwh,pv_kwh,pv_used_kwh,curtail_kwh,unextracted_kwh,spill_kwh,plan_total_kwh,charge_kwh,discharge_kwh,final_soc,price_mean,eq_residual,ub_violation
31,2025-02-01,6000.000000000012,20830.241038431413,21407.584944220387,20112.944219222205,413.9020323124971,20526.846251534702,0.0014360373277207117,0.10176104823511053,0.10443619145346139,0,109.57712452229566,76305.20628333333,41927.03035,37548.33098129231,4378.6993687076865,4959.5871469269405,1077.3605333101254,48737.57919108913,21333.333333333336,17279.999999999996,6000.000000000015,0.6514930555555556,2.0463630789890885e-12,1.0913936421275139e-11
32,2025-02-02,6000.000000000015,79370.52228357583,184268.80244060466,67715.15782168377,134.03692005280072,67849.19474173657,0.000229300335528812,0.10116755777356966,0.06417271530788127,0,27.907220364505417,121705.97265,43349.69469999999,40567.82708333333,2781.8676166666687,9688.13038873785,404.8443141624691,95763.21304920247,24000.0,19440.0,6000.0000000000155,0.8363881944444445,4.547473508864641e-13,0.0
33,2025-02-03,6000.0000000000155,72266.42914953228,130426.35250935357,65283.479800122164,110.07891201111876,65393.55871213329,0.0002640116197805439,0.06112872064257021,0.03592863148102418,0,32.36881964488964,122603.769,42386.85249999999,40863.95089688696,1522.9016031130284,5630.931290814277,217.58769109760726,92115.96826538001,24000.0,19440.0,6000.000000000016,0.8447902777777778,9.094947017729282e-13,1.1641532182693481e-10
34,2025-02-04,6000.000000000016,70755.07420916001,128023.07208360964,63863.4110055558,2933.448645057136,66796.85965061294,0.005606191393666445,0.05000393939092801,0.010337797470266934,0,681.5900914311982,121578.09884999998,40383.2349,39965.761196409585,417.4737035904154,4520.69387575232,326.5141220907051,90406.75456407119,24362.100021415583,19733.301017346617,6000.0000000000255,0.8491895833333333,7.275957614183426e-12,7.275957614183426e-12
35,2025-02-05,6000.0000000000255,68168.56049417402,69771.32832329132,66584.91388268035,1320.2853955100657,67905.19927819043,0.002857652552230731,0.06617816683180094,0.04448675996967285,0,348.6081337803096,121991.08443333334,41242.65745,39407.90524751041,1834.7522024895898,6185.509891517562,170.78386792233619,93467.53147814918,25666.666666666668,20790.000000000004,6000.0000000000255,0.8482541666666665,2.2737367544323206e-13,1.0186340659856796e-10
36,2025-02-06,6000.0000000000255,65764.40036387606,67864.77653828663,64261.46791245688,952.4938316848248,65213.96174414171,0.0016182907451576581,0.051243427618797736,0.03580858486330466,0,197.83954347291825,122252.1627,41981.10548333333,40477.82150497805,1503.2839783552863,4671.387495893445,226.15909052440463,91160.71490463354,24666.666666666664,19980.0,6000.000000000027,0.8439645833333334,2.0463630789890885e-12,2.9103830456733704e-11
37,2025-02-07,6000.000000000027,19798.98779233265,20491.265404397214,18949.358879824184,201.12960712953605,19150.48848695372,0.0005803739349791807,0.09403307361343609,0.1126426200581298,0,44.206268324041815,76168.59693333332,44362.91726666666,39365.762032327286,4997.15523433938,4365.3778173174915,917.7548042894922,46423.855453914846,23063.653682241362,18681.5594826155,6000.00000000003,0.6440388888888888,9.094947017729282e-13,1.0913936421275139e-11
38,2025-02-08,6000.00000000003,16886.569731294316,17553.806347720827,16204.288916393012,1722.0976582801902,17926.3865746732,0.007829777490553847,0.04098435083736617,0.06043496798051644,0,593.0804918797618,75746.78751666666,44169.6248,41500.23493950057,2669.3898604994247,1634.3123790123307,532.6828825131722,39876.49787348342,21347.52908774523,17291.498561073637,6000.00000000003,0.642351388888889,9.094947017729282e-13,7.275957614183426e-12
39,2025-02-09,6000.00000000003,62277.55442491871,63460.876828915425,60659.50245761979,3345.5687390084177,64005.07119662821,0.006558356716093364,0.031923574617994305,0.025652834335062127,0,797.1545096835168,121547.90356666666,41992.48759999999,40915.26127228005,1077.2263277199504,2781.263390778335,118.66223617871776,87122.555166821,23090.219764004523,18703.078008843666,6000.000000000031,0.8413840277777778,5.9117155615240335e-12,3.410605131648481e-13
40,2025-02-10,6000.000000000031,61569.21504925215,63387.443347623135,60149.7508585983,541.5466252705376,60691.29748386884,0.0012910473274736626,0.07803670530404888,0.05263582500465524,0,156.8332850172519,121477.56451666665,47150.92693333333,44669.098994463115,2481.8279388702185,6895.9542775865175,323.8327176037934,88368.08589904328,23666.6666666667,19170.00000000003,6000.000000000033,0.8180638888888889,1.8189894035458565e-12,1.4551915228366852e-11
