tag,pv_source,price_mode,select_rule,import_cap_kw,selected,kappa2_base,report_days,report_total_cost,report_plan_cost,report_emergency_cost,report_emergency_kwh,report_load_kwh,report_plan_kwh,report_unextracted_kwh,report_curtail_kwh,report_pv_kwh,cvar90_daily,max_daily,emergency_rate_pct,final_soc,elapsed_sec,selection_period,state_origin
V_cap8000,q2,unknown,legacy,8000.0,"{'M': 20, 'beta': 0.2, 'kappa_mult': 1.0}",0.5316666666666666,334,15553009.607263487,14594881.895099046,958127.712164448,234659.86682392206,37008079.489250004,22699358.26176333,1567381.8706897905,1952148.360431073,19068889.994283322,77150.28628999997,87435.81314498287,0.6340773962401517,6000.0,70.31127262115479,2025-01-15..2025-01-31,2025-01-01 00:00 SOC=6000 kWh
