date,i,n_pool,max_block_day,trunc_load,trunc_pv,trunc_price,mean_abs_dev_load,mean_abs_dev_pv,mean_abs_dev_price,cold_start
2025-10-18,290,30,285,11,286,24,12.574837236690689,5.411079869521651,0.01375096628557767,0
2025-10-19,291,30,290,0,571,0,66.26456705172548,5.153074681695788,0.027788208225816655,0
2025-10-20,292,30,290,0,233,0,25.602624277888555,3.362344008594859,0.03696030766813822,0
2025-10-21,293,30,292,0,475,0,13.649495470925892,4.12007933279702,0.020178165980415455,0
2025-10-22,294,30,293,0,323,0,34.11255895808121,3.3272136934097194,0.03042575666520137,0
2025-10-23,295,30,294,0,170,0,34.51937392705539,3.590567323127802,0.043830689405121644,0
2025-10-24,296,30,295,0,318,0,22.862788225576864,4.886929891013313,0.02646707297797448,0
2025-10-25,297,30,296,21,155,22,23.60783330968298,7.199593443037928,0.020036376562173632,0
2025-10-26,298,30,296,0,157,0,9.947286183639426,4.005205101391547,0.014826263382860465,0
2025-10-27,299,30,298,0,182,0,22.701528066048766,2.835582589772395,0.023244549606245953,0
2025-10-28,300,30,299,0,73,0,25.984369956208077,5.093263739307825,0.020763739031448097,0
2025-10-29,301,30,300,0,288,0,56.31058271803449,2.8352081890174343,0.031681657087132394,0
2025-10-30,302,30,301,0,139,0,33.356338643008684,5.601184612388424,0.014146422455575045,0
2025-10-31,303,30,302,47,126,0,55.05516764133142,8.327724944889022,0.030269170805739834,0
2025-11-01,304,30,303,22,138,42,22.70963426478655,5.521985701343033,0.0388065997156514,0
2025-11-02,305,30,304,0,222,0,12.76373468550155,4.666725756318055,0.011575035527015382,0
2025-11-03,306,30,304,0,170,0,13.417941184105818,4.3091398866574515,0.03767768325633105,0
2025-11-04,307,30,306,0,79,0,12.517149157971092,4.1879691646767885,0.012248149654137697,0
2025-11-05,308,30,305,0,75,0,23.60870761469673,5.629685206051897,0.023146360943370407,0
2025-11-06,309,30,308,0,92,0,33.46885334944339,7.750292970942534,0.02034197867455361,0
2025-11-07,310,30,309,11,81,0,13.993911565413255,3.7007454464343557,0.02318498965069933,0
2025-11-08,311,30,310,20,65,28,23.218840858456755,5.520304991741651,0.026769018675316933,0
2025-11-09,312,30,310,0,50,12,23.273927362624168,3.3580887231169374,0.024757536753036432,0
2025-11-10,313,30,312,0,198,0,23.505067188279497,4.717788390890356,0.009854948016592183,0
2025-11-11,314,30,313,0,205,0,14.510474948072638,2.8095691576529704,0.018505784583050595,0
2025-11-12,315,30,313,0,188,0,23.597510782370946,3.588626327605294,0.02377572644423688,0
2025-11-13,316,30,313,0,143,0,20.922767900346756,2.8404789164181543,0.015944276169770663,0
2025-11-14,317,30,316,31,261,0,32.97158365999643,2.6925315980748206,0.01063023927812317,0
2025-11-15,318,30,317,11,138,10,12.788605240208723,4.022589483974955,0.012802778861366604,0
2025-11-16,319,30,318,0,110,0,11.415816143258148,2.720112322773466,0.010988735885834171,0
2025-11-17,320,30,318,0,164,0,33.521980259550986,2.61194227036124,0.016835064184027075,0
2025-11-18,321,30,320,0,253,0,11.714302735570564,2.4137760606675367,0.024921605235807737,0
2025-11-19,322,30,321,0,79,0,13.877451022303363,3.950474970565823,0.030930427569364077,0
2025-11-20,323,30,321,0,133,0,11.66147335462892,3.8436746061713194,0.009130029962962924,0
2025-11-21,324,30,322,0,133,6,22.210890071969246,4.086276773009702,0.018018607491350567,0
2025-11-22,325,30,322,0,56,5,4.631838312845666,3.7653174690091027,0.01115583442206444,0
2025-11-23,326,30,324,0,214,0,22.5713290239322,2.561923328019603,0.008353716246245068,0
2025-11-24,327,30,326,0,150,0,5.14379996471443,2.8083194144936754,0.010042514734748514,0
2025-11-25,328,30,327,0,328,0,3.827425156555751,3.436744656925924,0.01958495271033719,0
2025-11-26,329,30,327,0,166,0,13.010979921205807,3.287651512259213,0.010506278582627497,0
2025-11-27,330,30,329,0,200,0,22.52586538201276,3.7759688815922243,0.01144170821779911,0
2025-11-28,331,30,329,20,83,0,22.64747923382953,3.1822197850535456,0.01136291443960786,0
2025-11-29,332,30,330,10,97,0,13.12678945948137,2.9306930622438037,0.012605787281968076,0
2025-11-30,333,30,332,0,127,0,13.121856666803742,3.738782237269371,0.01460174901707357,0
2025-12-01,334,30,333,0,360,0,11.66910020642599,3.5127533811999476,0.03341237608489831,0
2025-12-02,335,30,334,0,159,0,4.913686201344644,1.8904203061572378,0.0107620068182792,0
2025-12-03,336,30,333,0,163,0,11.763528857244241,2.765552812921671,0.012140050301057245,0
2025-12-04,337,30,335,0,119,0,6.384032743803393,2.847673130069045,0.008718681801880901,0
2025-12-05,338,30,337,8,172,0,10.349591969258409,2.0904166401600452,0.013504716294831876,0
2025-12-06,339,30,338,6,297,0,9.724644259324295,2.7163600573610105,0.019783600879324573,0
2025-12-07,340,30,339,0,376,0,4.827566300371427,2.3031715698035304,0.016560847573940655,0
2025-12-08,341,30,340,0,34,0,6.807790006377478,2.548727416386356,0.019481250028624032,0
2025-12-09,342,30,341,0,113,0,10.1568233855493,2.4982465923432993,0.012673771454757631,0
2025-12-10,343,30,342,0,87,0,9.503539332089133,2.4133339351733536,0.01145659211885657,0
2025-12-11,344,30,342,0,109,0,19.462459066073375,2.0362422473114057,0.009325524319179927,0
2025-12-12,345,30,344,5,146,0,10.478626404730806,3.121279524160842,0.042742840161266,0
2025-12-13,346,30,344,7,26,0,8.958755955689497,3.585455783566322,0.02076002711436272,0
2025-12-14,347,30,346,0,116,0,6.1616961266108135,2.5556656559730593,0.013966885741008442,0
2025-12-15,348,30,346,0,92,0,6.479046320026695,2.357548519241402,0.01458935583193597,0
2025-12-16,349,30,346,0,36,0,31.14381819062773,2.2550987561765776,0.013712477779166045,0
2025-12-17,350,30,348,0,69,0,10.18498889781301,1.4136936884532392,0.015600007098708825,0
2025-12-18,351,30,350,0,56,0,20.74568698106516,2.3337251921844078,0.01512203936558616,0
2025-12-19,352,30,351,5,11,0,12.068654634281671,3.023571469288765,0.04523206861474565,0
2025-12-20,353,30,352,6,13,0,11.999811193462662,5.177397302401125,0.02391608232144334,0
2025-12-21,354,30,353,0,15,0,9.021321017906988,4.065564304658932,0.012023710163022693,0
2025-12-22,355,30,354,0,4,0,4.748725068419953,3.3465949054890984,0.011690835032035711,0
2025-12-23,356,30,355,0,135,0,4.9712562900028106,2.817982833455934,0.020303279060458732,0
2025-12-24,357,30,355,0,179,0,5.256836246994351,2.2596777613006265,0.009910969281351534,0
2025-12-25,358,30,357,0,10,0,5.591534332343798,2.988691182529447,0.012940548385517904,0
2025-12-26,359,30,358,0,179,0,6.188401099577478,1.999762199387652,0.01664846685548055,0
2025-12-27,360,30,359,0,137,0,4.199203632751033,2.421528263182177,0.007760343288565462,0
2025-12-28,361,30,360,0,343,0,4.062301696943217,2.267417704724574,0.027797677252814387,0
2025-12-29,362,30,360,0,590,0,4.794439002726701,1.8808433566252734,0.009625808083139802,0
2025-12-30,363,30,361,0,542,0,4.252467724179634,3.0354080120388383,0.035312738599161654,0
2025-12-31,364,30,363,0,332,0,5.6471329916410875,2.645678802623637,0.011679553736917618,0
