date,i,n_pool,max_block_day,trunc_load,trunc_pv,trunc_price,mean_abs_dev_load,mean_abs_dev_pv,mean_abs_dev_price,cold_start
2025-02-17,47,30,46,0,1375,0,10.471893794282197,4.621966010141307,0.02234004282927282,0
2025-02-18,48,30,47,0,1413,0,4.240030362932648,5.627111928963893,0.02510545908558395,0
2025-02-19,49,30,46,0,1806,0,4.343438141861612,4.591208747604317,0.010824735375696086,0
2025-02-20,50,30,49,0,347,0,10.321550770993163,4.282418564343786,0.02616910727358912,0
2025-02-21,51,30,50,21,1861,0,31.198823102887395,4.873150896346259,0.033429980592948376,0
2025-02-22,52,30,51,8,630,0,15.469124589424167,4.334492540769944,0.05856904067045053,0
2025-02-23,53,30,52,0,1691,0,4.96633947094809,5.56052123096315,0.020806346330592942,0
2025-02-24,54,30,52,0,0,0,3.899567686992987,5.320644864713238,0.02769778598535249,0
2025-02-25,55,30,54,0,1927,0,3.3185373180768667,4.676969845947158,0.03225161392667005,0
2025-02-26,56,30,53,0,1637,0,12.568986940675924,4.319217966492098,0.023094225952716835,0
2025-02-27,57,30,55,0,379,0,11.593979003712773,4.954094795744941,0.05709420701495423,0
2025-02-28,58,30,56,0,379,0,4.284052694290224,4.90063282871699,0.0249738563251284,0
2025-03-01,59,30,58,8,1844,2,12.356216704887006,3.6992635706639447,0.037236886075231596,0
2025-03-02,60,30,59,0,1732,0,26.219565894701375,5.509246308477703,0.025757052469909267,0
2025-03-03,61,30,60,0,1769,0,3.5630670786973986,4.307804407539925,0.012751430123841256,0
2025-03-04,62,30,61,0,1955,0,5.718643466500718,4.898873732695083,0.012403095767003087,0
2025-03-05,63,30,62,0,976,0,4.504860814846976,5.4990884091930265,0.008256511938424875,0
