tag,pv_source,price_mode,select_rule,import_cap_kw,selected,kappa2_base,selected_M,selected_beta,selected_kappa_mult,report_days,report_total_cost,report_plan_cost,report_emergency_cost,report_emergency_kwh,report_load_kwh,report_plan_kwh,report_unextracted_kwh,report_curtail_kwh,report_pv_kwh,cvar90_daily,max_daily,emergency_rate_pct,final_soc,elapsed_sec,selection_period,state_origin
V_official_unknown_q2params,official,unknown,legacy,,"{'M': 30, 'beta': 0.2, 'kappa_mult': 1.0}",0.5316666666666666,30,0.2,1.0,334,15728958.764653768,14762076.400236407,966882.3644173743,242133.03046168108,37008079.489250004,22885559.264465027,1763979.956266064,1938149.382715674,19068889.994283322,79105.31960221527,103954.57809343147,0.6542707262937413,6000.000000000004,142.89917659759521,2025-01-15..2025-01-31,2025-01-01 00:00 SOC=6000 kWh
