tag,pv_source,price_mode,select_rule,import_cap_kw,selected,kappa2_base,report_days,report_total_cost,report_plan_cost,report_emergency_cost,report_emergency_kwh,report_load_kwh,report_plan_kwh,report_unextracted_kwh,report_curtail_kwh,report_pv_kwh,cvar90_daily,max_daily,emergency_rate_pct,final_soc,elapsed_sec,selection_period,state_origin
V_official_unknown,official,unknown,risk_aware,,"{'M': 20, 'beta': 0.0, 'kappa_mult': 0.25}",0.5316666666666666,334,15621547.96776191,14475477.717724487,1146070.2500374292,286266.5543255451,37008079.489250004,22480140.48109507,1512327.9052006814,1846159.1782397944,19068889.994283322,77328.76279622794,101365.17437471157,0.773524479725296,6000.000000000001,397.5188822746277,2025-01-15..2025-01-31,2025-01-01 00:00 SOC=6000 kWh
