tag,pv_source,price_mode,select_rule,import_cap_kw,selected,kappa2_base,selected_M,selected_beta,selected_kappa_mult,report_days,report_total_cost,report_plan_cost,report_emergency_cost,report_emergency_kwh,report_load_kwh,report_plan_kwh,report_unextracted_kwh,report_curtail_kwh,report_pv_kwh,cvar90_daily,max_daily,emergency_rate_pct,final_soc,elapsed_sec,selection_period,state_origin
V_q2_known,q2,known,risk_aware,,"{'M': 30, 'beta': 0.01, 'kappa_mult': 0.25}",0.5316666666666666,30,0.01,0.25,334,15252994.270129872,14176086.447722958,1076907.822406912,262352.5696882256,37008079.489250004,22315620.97335997,1367037.1520370336,1788776.4421342665,19068889.994283322,76393.87500971895,85163.30260853827,0.7089061991569515,6000.0,471.61463379859924,2025-01-15..2025-01-31,2025-01-01 00:00 SOC=6000 kWh
