tag,pv_source,price_mode,select_rule,import_cap_kw,selected,kappa2_base,selected_M,selected_beta,selected_kappa_mult,report_days,report_total_cost,report_plan_cost,report_emergency_cost,report_emergency_kwh,report_load_kwh,report_plan_kwh,report_unextracted_kwh,report_curtail_kwh,report_pv_kwh,cvar90_daily,max_daily,emergency_rate_pct,final_soc,elapsed_sec,selection_period,state_origin
V_official_known,official,known,risk_aware,,"{'M': 20, 'beta': 0.01, 'kappa_mult': 0.25}",0.5316666666666666,20,0.01,0.25,334,15479035.553236624,14332130.462838793,1146905.0903978285,286511.94700218074,37008079.489250004,22500370.533081543,1521864.9827301274,1832268.7809939045,19068889.994283322,76889.65694069826,100428.88586427491,0.7741875583827739,5999.999999999999,422.05917167663574,2025-01-15..2025-01-31,2025-01-01 00:00 SOC=6000 kWh
